node,title,pagerank
m_924,2001: A Space Odyssey (1968),0.0005788196081862167
m_33794,Batman Begins (2005),0.0005779874636807918
m_3793,X-Men (2000),0.0005719891010068667
m_48516,"Departed, The (2006)",0.0005716263276209207
m_2918,Ferris Bueller's Day Off (1986),0.0005668038127325784
m_2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.000565610032938784
m_1968,"Breakfast Club, The (1985)",0.0005642391195956331
m_4878,Donnie Darko (2001),0.0005567196646754548
m_5418,"Bourne Identity, The (2002)",0.0005558919737876953
m_8961,"Incredibles, The (2004)",0.0005535804621519649
m_2997,Being John Malkovich (1999),0.0005511184008896961
m_1527,"Fifth Element, The (1997)",0.0005463739675303093
m_1617,L.A. Confidential (1997),0.0005456142869943445
m_4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.0005426336341153397
m_1097,E.T. the Extra-Terrestrial (1982),0.0005411180176381399
m_1222,Full Metal Jacket (1987),0.0005375480318815332
m_778,Trainspotting (1996),0.000536795369663404
m_457,"Fugitive, The (1993)",0.0005333432615670776
m_5445,Minority Report (2002),0.000529239748332104
m_1073,Willy Wonka & the Chocolate Factory (1971),0.0005272314671035098
m_919,"Wizard of Oz, The (1939)",0.0005200550747085439
m_904,Rear Window (1954),0.0005100765815882921
m_5349,Spider-Man (2002),0.0005085358816385882
m_2502,Office Space (1999),0.0005056078820142994
m_60069,WALL·E (2008),0.0005040208820121456
m_150,Apollo 13 (1995),0.0005035167008618724
m_3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.0005020079554559028
m_5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.0004914289176608724
m_48780,"Prestige, The (2006)",0.0004891468699683364
m_2115,Indiana Jones and the Temple of Doom (1984),0.00048475101731102827
m_111,Taxi Driver (1976),0.00048406113123350473
m_44191,V for Vendetta (2006),0.00048394147571317376
m_1080,Monty Python's Life of Brian (1979),0.0004801562652390105
m_4027,"O Brother, Where Art Thou? (2000)",0.0004797441398973797
m_4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.0004795809290663313
m_1923,There's Something About Mary (1998),0.00047804611282351744
m_1219,Psycho (1960),0.00047697636368746084
m_780,Independence Day (a.k.a. ID4) (1996),0.00046868826233293845
m_32587,Sin City (2005),0.00046268925509633166
m_68157,Inglourious Basterds (2009),0.0004624768980230224
m_4011,Snatch (2000),0.0004623985735645443
m_3949,Requiem for a Dream (2000),0.00046217695650165123
m_1259,Stand by Me (1986),0.00045941023919432287
m_1307,When Harry Met Sally... (1989),0.0004542562274779414
m_1387,Jaws (1975),0.0004500051255004809
m_8874,Shaun of the Dead (2004),0.0004498858812828459
m_1517,Austin Powers: International Man of Mystery (1997),0.00044983685891372384
m_1961,Rain Man (1988),0.0004493322572322208
m_1247,"Graduate, The (1967)",0.00044871152169316796
m_49272,Casino Royale (2006),0.0004485919429101549
m_1653,Gattaca (1997),0.0004467953524575883
m_59315,Iron Man (2008),0.00044548265187451994
m_4022,Cast Away (2000),0.0004434367229829699
m_923,Citizen Kane (1941),0.0004432574862244209
m_2791,Airplane! (1980),0.0004424784083288105
m_2797,Big (1988),0.00044169090789499064
m_2324,Life Is Beautiful (La Vita è bella) (1997),0.0004397911557019527
m_1610,"Hunt for Red October, The (1990)",0.000435998989122816
m_68954,Up (2009),0.00043441877340954924
m_51662,300 (2007),0.0004332353721118999
m_590,Dances with Wolves (1990),0.0004310134897691836
m_1721,Titanic (1997),0.0004307848694878546
m_223,Clerks (1994),0.0004295390013810221
m_648,Mission: Impossible (1996),0.00042768106489396175
m_3114,Toy Story 2 (1999),0.00042655108208960015
m_2396,Shakespeare in Love (1998),0.0004238529295819316
m_4262,Scarface (1983),0.0004236587541457016
m_5218,Ice Age (2002),0.0004213465337879291
m_1784,As Good as It Gets (1997),0.00041847043318656474
m_2700,"South Park: Bigger, Longer and Uncut (1999)",0.0004158009757826096
m_1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.0004156350450745961
m_8360,Shrek 2 (2004),0.00041432796935728284
m_592,Batman (1989),0.00040819057458733676
m_8368,Harry Potter and the Prisoner of Azkaban (2004),0.0004074607875438906
m_3897,Almost Famous (2000),0.00040745091284548465
m_1246,Dead Poets Society (1989),0.0004060470784116516
m_595,Beauty and the Beast (1991),0.0004057373344152615
m_6711,Lost in Translation (2003),0.00040472985021576877
m_2683,Austin Powers: The Spy Who Shagged Me (1999),0.00040395976721182934
m_2355,"Bug's Life, A (1998)",0.0004030397046763954
m_46578,Little Miss Sunshine (2006),0.00040195606432484035
m_2987,Who Framed Roger Rabbit? (1988),0.00040176518147627937
m_377,Speed (1994),0.00040123422973713685
m_69122,"Hangover, The (2009)",0.00039843000630626786
m_597,Pretty Woman (1990),0.00039795040906431605
m_1220,"Blues Brothers, The (1980)",0.00039779674441105337
m_1028,Mary Poppins (1964),0.0003977131074269049
m_2692,Run Lola Run (Lola rennt) (1998),0.00039728677921058327
m_1225,Amadeus (1984),0.00039310687990731303
m_8636,Spider-Man 2 (2004),0.00039204740002726156
m_2291,Edward Scissorhands (1990),0.000391576415270836
m_34,Babe (1995),0.0003911356156146573
m_2011,Back to the Future Part II (1989),0.00038943680889108904
m_1079,"Fish Called Wanda, A (1988)",0.0003880855349564768
m_2916,Total Recall (1990),0.0003872014207787273
m_2174,Beetlejuice (1988),0.0003861983953768787
m_72998,Avatar (2009),0.0003855283614584415
m_48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",0.0003849045583176514
m_1252,Chinatown (1974),0.0003827769718820836
m_2706,American Pie (1999),0.00038239754721371995
m_5816,Harry Potter and the Chamber of Secrets (2002),0.0003822768030178586
m_2628,Star Wars: Episode I - The Phantom Menace (1999),0.00038180120629018407
m_51255,Hot Fuzz (2007),0.0003810306483061472
m_6333,X2: X-Men United (2003),0.00038074846876248367
m_6,Heat (1995),0.0003795687050056673
m_1090,Platoon (1986),0.0003773609341768182
m_8665,"Bourne Supremacy, The (2004)",0.0003765892611672771
m_3052,Dogma (1999),0.00037345566250328435
m_1199,Brazil (1985),0.0003697152888395292
m_7143,"Last Samurai, The (2003)",0.0003694741382271918
m_380,True Lies (1994),0.0003675226195538476
m_2000,Lethal Weapon (1987),0.0003664844711250865
m_1278,Young Frankenstein (1974),0.0003654443454201667
m_6016,City of God (Cidade de Deus) (2002),0.0003650110223938198
m_551,"Nightmare Before Christmas, The (1993)",0.00036399634829324543
m_4034,Traffic (2000),0.0003631012455402174
m_3948,Meet the Parents (2000),0.0003624612872321968
m_63082,Slumdog Millionaire (2008),0.0003615291747251003
m_91529,"Dark Knight Rises, The (2012)",0.00036141834223963666
m_6365,"Matrix Reloaded, The (2003)",0.000361218825967045
m_4979,"Royal Tenenbaums, The (2001)",0.0003601801928711456
m_16,Casino (1995),0.0003594072563215904
m_54286,"Bourne Ultimatum, The (2007)",0.0003587603599896769
m_50872,Ratatouille (2007),0.0003577635174769472
m_48774,Children of Men (2006),0.00035700068755006127
m_1288,This Is Spinal Tap (1984),0.00035628562370438384
m_33493,Star Wars: Episode III - Revenge of the Sith (2005),0.00035603695021181223
m_2194,"Untouchables, The (1987)",0.0003555774454050274
m_3481,High Fidelity (2000),0.00035483365023446223
m_500,Mrs. Doubtfire (1993),0.00035426703328514695
m_89745,"Avengers, The (2012)",0.00035410683415372724
m_3535,American Psycho (2000),0.0003499401727438963
m_903,Vertigo (1958),0.00034878661849589346
m_1954,Rocky (1976),0.0003480728152896876
m_40815,Harry Potter and the Goblet of Fire (2005),0.0003468145488998238
m_357,Four Weddings and a Funeral (1994),0.00034643703099947404
m_3994,Unbreakable (2000),0.0003460094284557476
m_1393,Jerry Maguire (1996),0.000345276485694203
m_2542,"Lock, Stock & Two Smoking Barrels (1998)",0.0003448010373893898
m_1394,Raising Arizona (1987),0.00034447030626900434
m_73017,Sherlock Holmes (2009),0.00033777103651222993
m_7147,Big Fish (2003),0.00033702884475070473
m_71535,Zombieland (2009),0.0003361119106817571
m_1234,"Sting, The (1973)",0.0003359382441059597
m_1230,Annie Hall (1977),0.00033519321159835577
m_733,"Rock, The (1996)",0.00033519182659660706
m_54503,Superbad (2007),0.0003349805842855878
m_35836,"40-Year-Old Virgin, The (2005)",0.0003346042773761717
m_10,GoldenEye (1995),0.0003345965382852342
m_3175,Galaxy Quest (1999),0.0003340645570067632
m_953,It's a Wonderful Life (1946),0.00033378270575050927
m_99114,Django Unchained (2012),0.00033311767144268245
m_70286,District 9 (2009),0.00033256676188427866
m_55820,No Country for Old Men (2007),0.0003324089180937775
m_1625,"Game, The (1997)",0.0003322925799542906
m_8641,Anchorman: The Legend of Ron Burgundy (2004),0.0003298778288602333
m_112852,Guardians of the Galaxy (2014),0.00032940386428788896
m_1676,Starship Troopers (1997),0.00032837292658952115
m_1584,Contact (1997),0.0003272376028576318
m_6942,Love Actually (2003),0.00032554125334244505
m_68358,Star Trek (2009),0.000325319752487361
m_4246,Bridget Jones's Diary (2001),0.0003246219344342679
m_3671,Blazing Saddles (1974),0.0003246210911210311
m_3751,Chicken Run (2000),0.00032350164371285946
m_5669,Bowling for Columbine (2002),0.0003226781524385234
m_74458,Shutter Island (2010),0.0003223835711893538
m_6502,28 Days Later (2002),0.0003222468513496445
m_1203,12 Angry Men (1957),0.00032217965032110715
m_3421,Animal House (1978),0.0003211581653599079
m_908,North by Northwest (1959),0.00032080861168535277
m_78499,Toy Story 3 (2010),0.000320777499460245
m_3275,"Boondock Saints, The (2000)",0.00031859283375984364
m_5378,Star Wars: Episode II - Attack of the Clones (2002),0.00031635278575873347
m_1276,Cool Hand Luke (1967),0.00031605827680309344
m_2019,Seven Samurai (Shichinin no samurai) (1954),0.00031505346851278015
m_2804,"Christmas Story, A (1983)",0.00031456425524732743
m_1356,Star Trek: First Contact (1996),0.00031201018363383404
m_1641,"Full Monty, The (1997)",0.00031131361971995614
m_316,Stargate (1994),0.0003105911629286347
m_104,Happy Gilmore (1996),0.0003094051022083197
m_1148,Wallace & Gromit: The Wrong Trousers (1993),0.0003092081493933012
m_2,Jumanji (1995),0.00030715463570176355
m_30707,Million Dollar Baby (2004),0.00030591386928978533
m_4720,"Others, The (2001)",0.00030537208865575173
m_3000,Princess Mononoke (Mononoke-hime) (1997),0.0003033678486607182
m_1035,"Sound of Music, The (1965)",0.0003026827354826096
m_80463,"Social Network, The (2010)",0.0003018391443462853
m_6934,"Matrix Revolutions, The (2003)",0.0003018252542766135
m_3160,Magnolia (1999),0.00030107632559308293
m_45722,Pirates of the Caribbean: Dead Man's Chest (2006),0.0003003272710530797
m_1215,Army of Darkness (1993),0.0003002584133998263
m_3081,Sleepy Hollow (1999),0.00029999611981796834
m_49530,Blood Diamond (2006),0.00029730062931722405
m_165,Die Hard: With a Vengeance (1995),0.0002966772787344496
m_910,Some Like It Hot (1959),0.00029491149275650885
m_2985,RoboCop (1987),0.0002947477071688375
m_899,Singin' in the Rain (1952),0.0002944084714817874
m_2529,Planet of the Apes (1968),0.0002941130734049093
m_1204,Lawrence of Arabia (1962),0.00029394713117056467
m_367,"Mask, The (1994)",0.0002937943228922367
m_1921,Pi (1998),0.0002923866687960782
m_1573,Face/Off (1997),0.00029180407429444907
m_52973,Knocked Up (2007),0.0002909346962769083
m_337,What's Eating Gilbert Grape (1993),0.00028999084766618714
m_1748,Dark City (1998),0.00028980059154568505
m_1207,To Kill a Mockingbird (1962),0.000289030894553678
m_5956,Gangs of New York (2002),0.00028816682854280074
m_57669,In Bruges (2008),0.0002880697747682088
m_3253,Wayne's World (1992),0.000287664240230539
m_2947,Goldfinger (1964),0.0002875958542325707
m_4308,Moulin Rouge (2001),0.0002872580325253506
m_2012,Back to the Future Part III (1990),0.0002856669197579176
m_109487,Interstellar (2014),0.0002844832388456444
m_81845,"King's Speech, The (2010)",0.00028432993748334887
m_2076,Blue Velvet (1986),0.00028419349480750136
m_2268,"Few Good Men, A (1992)",0.0002835449193000702
m_1266,Unforgiven (1992),0.0002829213363374671
m_59784,Kung Fu Panda (2008),0.00028226993493227453
m_4848,Mulholland Drive (2001),0.00028225012590251774
m_1282,Fantasia (1940),0.0002821467478857404
m_8644,"I, Robot (2004)",0.00028210298172623953
m_2321,Pleasantville (1998),0.00028180560206020924
m_4776,Training Day (2001),0.00028177328729819074
m_109374,"Grand Budapest Hotel, The (2014)",0.0002814245106089268
m_4239,Blow (2001),0.0002813626824645231
m_3527,Predator (1987),0.00028118709660062026
m_2081,"Little Mermaid, The (1989)",0.0002810787154869324
m_6863,School of Rock (2003),0.00028093323979902957
m_1997,"Exorcist, The (1973)",0.0002804400933390959
m_54001,Harry Potter and the Order of the Phoenix (2007),0.0002803198040922804
m_913,"Maltese Falcon, The (1941)",0.0002801451144094061
m_2078,"Jungle Book, The (1967)",0.00027980299442625277
m_1500,Grosse Pointe Blank (1997),0.00027763071964446957
m_5903,Equilibrium (2002),0.0002762226874095729
m_33166,Crash (2004),0.0002757184464704164
m_5010,Black Hawk Down (2001),0.00027554851203850483
m_1374,Star Trek II: The Wrath of Khan (1982),0.00027542356836284204
m_3471,Close Encounters of the Third Kind (1977),0.00027533010268346395
m_34405,Serenity (2005),0.00027438110580659913
m_6870,Mystic River (2003),0.00027415288632325773
m_56367,Juno (2007),0.0002736085225780375
m_2617,"Mummy, The (1999)",0.00027306137248228764
m_5991,Chicago (2002),0.00027248782391894443
m_3033,Spaceballs (1987),0.0002714781324140311
m_56174,I Am Legend (2007),0.00027122902366784823
m_1101,Top Gun (1986),0.0002710261913193234
m_69844,Harry Potter and the Half-Blood Prince (2009),0.0002701632624477977
m_64614,Gran Torino (2008),0.00026939017364537997
m_96079,Skyfall (2012),0.0002692659621543131
m_5995,"Pianist, The (2002)",0.0002687044778199801
m_1274,Akira (1988),0.0002686489169453068
m_111759,Edge of Tomorrow (2014),0.00026844175828445374
m_6378,"Italian Job, The (2003)",0.00026684106694414785
m_344,Ace Ventura: Pet Detective (1994),0.0002666148183140807
m_3753,"Patriot, The (2000)",0.0002664331713016321
m_8464,Super Size Me (2004),0.00026538674412201487
m_34162,Wedding Crashers (2005),0.00026417809094554586
m_3552,Caddyshack (1980),0.0002640438260278219
m_134130,The Martian (2015),0.00026364691531301454
m_70,From Dusk Till Dawn (1996),0.000263642723226774
m_1263,"Deer Hunter, The (1978)",0.0002636165166548208
m_60684,Watchmen (2009),0.00026224010069630867
m_46976,Stranger than Fiction (2006),0.0002618778812921918
m_1304,Butch Cassidy and the Sundance Kid (1969),0.00026185446310841143
m_2167,Blade (1998),0.00026171636274508863
m_76093,How to Train Your Dragon (2010),0.00026109441344089373
m_122904,Deadpool (2016),0.0002607067973539264
m_1249,"Femme Nikita, La (Nikita) (1990)",0.0002606676664117635
m_1228,Raging Bull (1980),0.00026044373026378695
m_41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",0.00026019398314046404
m_2005,"Goonies, The (1985)",0.00025870505892008585
m_4816,Zoolander (2001),0.00025864360905418705
m_2640,Superman (1978),0.00025863436081389774
m_1302,Field of Dreams (1989),0.0002584900524459127
m_91500,The Hunger Games (2012),0.00025793960386903073
m_235,Ed Wood (1994),0.0002574036422401975
m_6807,Monty Python's The Meaning of Life (1983),0.0002573919491110402
m_31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),0.00025682982913383784
m_53125,Pirates of the Caribbean: At World's End (2007),0.00025667462208799866
m_48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),0.00025592124113411646
m_441,Dazed and Confused (1993),0.0002555692008037305
m_122882,Mad Max: Fury Road (2015),0.0002555444056877384
m_30749,Hotel Rwanda (2004),0.00025542670098959873
m_3408,Erin Brockovich (2000),0.00025490228490503944
m_1127,"Abyss, The (1989)",0.00025483758942969196
m_2671,Notting Hill (1999),0.0002545785138198278
m_1729,Jackie Brown (1997),0.0002539737077190475
m_1466,Donnie Brasco (1997),0.00025327682010147564
m_1262,"Great Escape, The (1963)",0.00025318758577169475
m_2761,"Iron Giant, The (1999)",0.0002529808660457661
m_3967,Billy Elliot (2000),0.0002526568949013364
m_106782,"Wolf of Wall Street, The (2013)",0.0002526070605869906
m_1639,Chasing Amy (1997),0.00025248820468795456
m_594,Snow White and the Seven Dwarfs (1937),0.0002523347125682754
m_2395,Rushmore (1998),0.0002517984050223526
m_2288,"Thing, The (1982)",0.00025155306904212034
m_1391,Mars Attacks! (1996),0.000250317313915644
m_119145,Kingsman: The Secret Service (2015),0.00025025992174155566
m_1358,Sling Blade (1996),0.00025016778003834683
m_54272,"Simpsons Movie, The (2007)",0.00024994310288301334
m_5377,About a Boy (2002),0.00024992576174340513
m_8950,The Machinist (2004),0.0002494847034770004
m_55247,Into the Wild (2007),0.0002479835185741697
m_5902,Adaptation (2002),0.0002477020240092854
m_39,Clueless (1995),0.0002461642664178503
m_1370,Die Hard 2 (1990),0.000245270366480285
m_1884,Fear and Loathing in Las Vegas (1998),0.0002452686424177375
m_2968,Time Bandits (1981),0.00024516710010078873
m_3911,Best in Show (2000),0.00024507066782169975
m_3362,Dog Day Afternoon (1975),0.0002449303007778112
m_5502,Signs (2002),0.00024436163433106675
m_8784,Garden State (2004),0.0002441605778290803
m_87232,X-Men: First Class (2011),0.00024401142607037682
m_555,True Romance (1993),0.00024395278336739534
m_2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",0.00024384819979610223
m_81591,Black Swan (2010),0.0002434247333972473
m_88125,Harry Potter and the Deathly Hallows: Part 2 (2011),0.00024325285864806854
m_1967,Labyrinth (1986),0.00024311327189470325
m_76251,Kick-Ass (2010),0.00024276549304698435
m_38061,Kiss Kiss Bang Bang (2005),0.0002420827030935587
m_7254,The Butterfly Effect (2004),0.00024207562215118874
m_353,"Crow, The (1994)",0.00024005176676673577
m_6373,Bruce Almighty (2003),0.00024002339973145382
m_134853,Inside Out (2015),0.0002399463732075773
m_27773,Old Boy (2003),0.00023966818139712674
m_1250,"Bridge on the River Kwai, The (1957)",0.00023889960342762643
m_5464,Road to Perdition (2002),0.00023875649305882477
m_7090,Hero (Ying xiong) (2002),0.0002384216307798827
m_47610,"Illusionist, The (2006)",0.00023812875370556345
m_5971,My Neighbor Totoro (Tonari no Totoro) (1988),0.00023661823768573905
m_1244,Manhattan (1979),0.0002364981070435063
m_3703,"Road Warrior, The (Mad Max 2) (1981)",0.00023640586033706217
m_587,Ghost (1990),0.00023639481806480414
m_3681,For a Few Dollars More (Per qualche dollaro in più) (1965),0.00023607928461967588
m_45499,X-Men: The Last Stand (2006),0.00023510048839737676
m_81834,Harry Potter and the Deathly Hallows: Part 1 (2010),0.00023433900575087422
m_5060,M*A*S*H (a.k.a. MASH) (1970),0.00023414734314296565
m_2160,Rosemary's Baby (1968),0.0002336650375031558
m_1673,Boogie Nights (1997),0.00023300044775129275
m_44195,Thank You for Smoking (2006),0.0002329956379539796
m_59369,Taken (2008),0.00023297552636797336
m_5299,My Big Fat Greek Wedding (2002),0.0002327174316577392
m_8798,Collateral (2004),0.00023256821236708968
m_6936,Elf (2003),0.00023181956491282049
m_21,Get Shorty (1995),0.0002317544306604571
m_1084,Bonnie and Clyde (1967),0.0002316052366292528
m_3448,"Good Morning, Vietnam (1987)",0.00023140100361285554
m_253,Interview with the Vampire: The Vampire Chronicles (1994),0.000231263549929958
m_1777,"Wedding Singer, The (1998)",0.00023109779969001962
m_329,Star Trek: Generations (1994),0.00023084584996040442
m_116797,The Imitation Game (2014),0.00023082154839099516
m_79702,Scott Pilgrim vs. the World (2010),0.0002307267413580999
m_1275,Highlander (1986),0.00022900086428523982
m_69481,"Hurt Locker, The (2008)",0.0002286480423481103
m_1233,"Boot, Das (Boat, The) (1981)",0.00022794477644023296
m_1380,Grease (1978),0.00022769038320913392
m_77561,Iron Man 2 (2010),0.0002274892976673839
m_4370,A.I. Artificial Intelligence (2001),0.00022648101820553978
m_2890,Three Kings (1999),0.00022646026361546002
m_914,My Fair Lady (1964),0.0002258281898892508
m_29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0.00022532845195590793
m_3176,"Talented Mr. Ripley, The (1999)",0.00022519712809928956
m_1333,"Birds, The (1963)",0.00022492536439318656
m_91658,"Girl with the Dragon Tattoo, The (2011)",0.00022464745809767762
m_17,Sense and Sensibility (1995),0.00022451880144990546
m_1917,Armageddon (1998),0.00022417526019413676
m_1953,"French Connection, The (1971)",0.00022380569791370544
m_40819,Walk the Line (2005),0.00022289551355518473
m_288,Natural Born Killers (1994),0.00022287475932453884
m_58998,Forgetting Sarah Marshall (2008),0.00022273426548546617
m_8528,Dodgeball: A True Underdog Story (2004),0.00022231509009814601
m_1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),0.00022227814142177857
m_44199,Inside Man (2006),0.0002221079681231942
m_3916,Remember the Titans (2000),0.00022185761528746554
m_98809,"Hobbit: An Unexpected Journey, The (2012)",0.000221571299663433
m_3489,Hook (1991),0.00022119077830867788
m_91542,Sherlock Holmes: A Game of Shadows (2011),0.00022024253516174396
m_55765,American Gangster (2007),0.00022000763533494861
m_33004,"Hitchhiker's Guide to the Galaxy, The (2005)",0.00021991666139465322
m_122886,Star Wars: Episode VII - The Force Awakens (2015),0.00021976644635017108
m_3363,American Graffiti (1973),0.00021956810520041398
m_37729,Corpse Bride (2005),0.00021951931122396158
m_3499,Misery (1990),0.00021914821229127753
m_2712,Eyes Wide Shut (1999),0.0002189590133973642
m_44665,Lucky Number Slevin (2006),0.00021866404002296037
m_30812,"Aviator, The (2004)",0.00021835904475644153
m_1242,Glory (1989),0.00021795122812163926
m_2080,Lady and the Tramp (1955),0.00021792276793820153
m_553,Tombstone (1993),0.0002168169488630353
m_745,Wallace & Gromit: A Close Shave (1995),0.00021671306735972261
m_2161,"NeverEnding Story, The (1984)",0.00021650159166332315
m_2599,Election (1999),0.00021633153747401993
m_51540,Zodiac (2007),0.0002155920547594173
m_2353,Enemy of the State (1998),0.00021550558261837965
m_2006,"Mask of Zorro, The (1998)",0.00021436953630596115
m_4571,Bill & Ted's Excellent Adventure (1989),0.00021393438875138215
m_64839,"Wrestler, The (2008)",0.0002135684430152962
m_47099,"Pursuit of Happyness, The (2006)",0.00021330142697593304
m_586,Home Alone (1990),0.0002128856876713614
m_8949,Sideways (2004),0.0002127619930884368
m_902,Breakfast at Tiffany's (1961),0.0002127245832273522
m_1267,"Manchurian Candidate, The (1962)",0.00021270716917955447
m_2657,"Rocky Horror Picture Show, The (1975)",0.00021264458192379467
m_108932,The Lego Movie (2014),0.00021248431707338736
m_1407,Scream (1996),0.00021212686916206736
m_30793,Charlie and the Chocolate Factory (2005),0.00021209642190542233
m_1261,Evil Dead II (Dead by Dawn) (1987),0.0002111384730028778
m_34048,War of the Worlds (2005),0.0002106516806320777
m_2144,Sixteen Candles (1984),0.0002100256088003836
m_163,Desperado (1995),0.00020997448301758977
m_596,Pinocchio (1940),0.00020981085755478594
m_231,Dumb & Dumber (Dumb and Dumber) (1994),0.00020968395320324103
m_44555,"Lives of Others, The (Das leben der Anderen) (2006)",0.0002095918907698181
m_61024,Pineapple Express (2008),0.0002093426457135022
m_3300,Pitch Black (2000),0.0002083517213561936
m_4447,Legally Blonde (2001),0.00020715825104194175
m_2572,10 Things I Hate About You (1999),0.00020710585917993473
m_969,"African Queen, The (1951)",0.00020648913371962185
m_440,Dave (1993),0.00020635402685516028
m_898,"Philadelphia Story, The (1940)",0.00020559831801575138
m_7022,Battle Royale (Batoru rowaiaru) (2000),0.00020554282409065576
m_7451,Mean Girls (2004),0.00020553342978670103
m_33679,Mr. & Mrs. Smith (2005),0.00020450872537374458
m_1060,Swingers (1996),0.00020446406902094248
