node,title,degree,betweenness
m_588,Aladdin (1992),0.010432395332875773,0.0016451198718188034
m_293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.010432395332875773,0.0019354474492758848
m_4995,"Beautiful Mind, A (2001)",0.010432395332875773,0.0022817538190894986
m_541,Blade Runner (1982),0.01029512697323267,0.002487625155217402
m_4886,"Monsters, Inc. (2001)",0.01029512697323267,0.006235901583329585
m_3793,X-Men (2000),0.01029512697323267,0.0020960383019964423
m_1036,Die Hard (1988),0.010157858613589567,0.002128978792565944
m_33794,Batman Begins (2005),0.010157858613589567,0.001729714153181202
m_8961,"Incredibles, The (2004)",0.010157858613589567,0.0017888404447691522
m_1200,Aliens (1986),0.010020590253946466,0.0022098395517356796
m_3147,"Green Mile, The (1999)",0.010020590253946466,0.0020378528618907395
m_2329,American History X (1998),0.010020590253946466,0.0015778011088237913
m_1732,"Big Lebowski, The (1998)",0.010020590253946466,0.0023078440832497637
m_1258,"Shining, The (1980)",0.010020590253946466,0.0017234228581659832
m_1193,One Flew Over the Cuckoo's Nest (1975),0.010020590253946466,0.0021761308212491903
m_5418,"Bourne Identity, The (2002)",0.010020590253946466,0.0018000143099655868
m_7438,Kill Bill: Vol. 2 (2004),0.010020590253946466,0.002285047926699402
m_2716,Ghostbusters (a.k.a. Ghost Busters) (1984),0.009883321894303363,0.0019460000497128773
m_364,"Lion King, The (1994)",0.00974605353466026,0.0019956915022373736
m_1208,Apocalypse Now (1979),0.00974605353466026,0.002650545540726011
m_7361,Eternal Sunshine of the Spotless Mind (2004),0.00974605353466026,0.002086137219551897
m_2918,Ferris Bueller's Day Off (1986),0.00974605353466026,0.002409134746962082
m_1527,"Fifth Element, The (1997)",0.009608785175017159,0.0017917597529538338
m_79132,Inception (2010),0.009608785175017159,0.0016078768672309102
m_1968,"Breakfast Club, The (1985)",0.009608785175017159,0.002143415844895456
m_5445,Minority Report (2002),0.009608785175017159,0.0017751604545340328
m_48516,"Departed, The (2006)",0.009471516815374056,0.0017237616886229491
m_457,"Fugitive, The (1993)",0.009196980096087852,0.0013238706817047404
m_924,2001: A Space Odyssey (1968),0.009196980096087852,0.002730381976774728
m_2997,Being John Malkovich (1999),0.009196980096087852,0.002180463218257805
m_5349,Spider-Man (2002),0.009196980096087852,0.0018528887357121835
m_4878,Donnie Darko (2001),0.009196980096087852,0.0019678021781308888
m_1097,E.T. the Extra-Terrestrial (1982),0.009059711736444749,0.0020567304545385363
m_1617,L.A. Confidential (1997),0.009059711736444749,0.001526886266485433
m_778,Trainspotting (1996),0.008922443376801648,0.0018844967322460074
m_2115,Indiana Jones and the Temple of Doom (1984),0.008922443376801648,0.0011962300357293836
m_4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0.008922443376801648,0.0014432899025580107
m_912,Casablanca (1942),0.008922443376801648,0.002200435624607647
m_1073,Willy Wonka & the Chocolate Factory (1971),0.008922443376801648,0.0013766809664246793
m_1222,Full Metal Jacket (1987),0.008785175017158545,0.0017557549481267034
m_150,Apollo 13 (1995),0.008785175017158545,0.001131964483403594
m_750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),0.008785175017158545,0.007245844892792755
m_2502,Office Space (1999),0.00851063829787234,0.0011915785286849335
m_780,Independence Day (a.k.a. ID4) (1996),0.00851063829787234,0.0016239431920880545
m_3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",0.00851063829787234,0.001819485989211057
m_919,"Wizard of Oz, The (1939)",0.008373369938229238,0.0016095905963328743
m_4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0.008373369938229238,0.0020657094097621884
m_44191,V for Vendetta (2006),0.008373369938229238,0.0014013563269906428
m_60069,WALL·E (2008),0.008236101578586136,0.0016746433755032023
m_4027,"O Brother, Where Art Thou? (2000)",0.008236101578586136,0.0013552637638599896
m_48780,"Prestige, The (2006)",0.008098833218943034,0.0019258041817354628
m_1923,There's Something About Mary (1998),0.008098833218943034,0.004200758488627456
m_1259,Stand by Me (1986),0.00796156485929993,0.0010461606875576091
m_4022,Cast Away (2000),0.00796156485929993,0.0009981765386931052
m_1517,Austin Powers: International Man of Mystery (1997),0.00796156485929993,0.0018244129659034634
m_904,Rear Window (1954),0.00796156485929993,0.0016814296689501894
m_49272,Casino Royale (2006),0.00796156485929993,0.0005848839820662537
m_4011,Snatch (2000),0.00782429649965683,0.0011984988251021568
m_68157,Inglourious Basterds (2009),0.00782429649965683,0.0010862074474094997
m_1961,Rain Man (1988),0.00782429649965683,0.0011242522579957366
m_5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),0.00782429649965683,0.0016385023357813984
m_1080,Monty Python's Life of Brian (1979),0.00782429649965683,0.001387408354596687
m_1610,"Hunt for Red October, The (1990)",0.007687028140013727,0.0009041067152794777
m_1307,When Harry Met Sally... (1989),0.007687028140013727,0.0010173394032582707
m_32587,Sin City (2005),0.007687028140013727,0.0013675773761584703
m_2797,Big (1988),0.007687028140013727,0.0008706621109125073
m_648,Mission: Impossible (1996),0.007687028140013727,0.0010028377000538716
m_1219,Psycho (1960),0.0075497597803706245,0.001308692393474324
m_59315,Iron Man (2008),0.0075497597803706245,0.0011826779509093248
m_1721,Titanic (1997),0.0075497597803706245,0.001213784665937871
m_3949,Requiem for a Dream (2000),0.0075497597803706245,0.001053027012505275
m_8874,Shaun of the Dead (2004),0.0075497597803706245,0.0010667027701619888
m_1387,Jaws (1975),0.0075497597803706245,0.0012570476908785153
m_111,Taxi Driver (1976),0.0075497597803706245,0.0017491604534117296
m_2791,Airplane! (1980),0.0074124914207275225,0.0016328841763551482
m_51662,300 (2007),0.0074124914207275225,0.0018324800962418186
m_1784,As Good as It Gets (1997),0.0074124914207275225,0.0012034326464253043
m_1653,Gattaca (1997),0.0074124914207275225,0.0014157548012565567
m_2396,Shakespeare in Love (1998),0.00727522306108442,0.0007293145320930452
m_590,Dances with Wolves (1990),0.00727522306108442,0.0010234871471033631
m_68954,Up (2009),0.00727522306108442,0.0008982027380322561
m_4262,Scarface (1983),0.0071379547014413175,0.0014353696756930576
m_223,Clerks (1994),0.0071379547014413175,0.0017136123050330698
m_3114,Toy Story 2 (1999),0.0071379547014413175,0.0011515326081401323
m_5218,Ice Age (2002),0.0071379547014413175,0.004108275903045967
m_592,Batman (1989),0.0071379547014413175,0.0012980555779558687
m_8360,Shrek 2 (2004),0.0070006863417982155,0.00423761641810612
m_2700,"South Park: Bigger, Longer and Uncut (1999)",0.0070006863417982155,0.0009735622132230177
m_8368,Harry Potter and the Prisoner of Azkaban (2004),0.0070006863417982155,0.001238504463313593
m_377,Speed (1994),0.0070006863417982155,0.001014270455669469
m_2916,Total Recall (1990),0.0070006863417982155,0.0006979487325645837
m_2683,Austin Powers: The Spy Who Shagged Me (1999),0.0070006863417982155,0.001370930319866584
m_923,Citizen Kane (1941),0.006863417982155113,0.0013253384116950558
m_2987,Who Framed Roger Rabbit? (1988),0.006863417982155113,0.0012319535608728495
m_1247,"Graduate, The (1967)",0.006863417982155113,0.001710770076826853
m_2628,Star Wars: Episode I - The Phantom Menace (1999),0.006863417982155113,0.0009770193683216856
m_1246,Dead Poets Society (1989),0.006863417982155113,0.0008112955563063304
m_2291,Edward Scissorhands (1990),0.006863417982155113,0.0012313022393904496
m_3897,Almost Famous (2000),0.0067261496225120105,0.001637628086477368
m_2174,Beetlejuice (1988),0.0067261496225120105,0.0011129791560766198
m_2355,"Bug's Life, A (1998)",0.0067261496225120105,0.00439496503559229
m_2011,Back to the Future Part II (1989),0.0067261496225120105,0.0008905104885448424
m_597,Pretty Woman (1990),0.0067261496225120105,0.0011080241597847638
m_1220,"Blues Brothers, The (1980)",0.0067261496225120105,0.0009418459115063758
m_8665,"Bourne Supremacy, The (2004)",0.0067261496225120105,0.000699133181861132
m_6333,X2: X-Men United (2003),0.0065888812628689085,0.0010112037584234146
m_1028,Mary Poppins (1964),0.0065888812628689085,0.0009324383940474985
m_2692,Run Lola Run (Lola rennt) (1998),0.0065888812628689085,0.0010398113228847043
m_34,Babe (1995),0.0065888812628689085,0.00119123646048721
m_6711,Lost in Translation (2003),0.0065888812628689085,0.0011717444599867529
m_2324,Life Is Beautiful (La Vita è bella) (1997),0.0065888812628689085,0.004019689572452152
m_8636,Spider-Man 2 (2004),0.0065888812628689085,0.0011708284150480288
m_5816,Harry Potter and the Chamber of Secrets (2002),0.0065888812628689085,0.0012906667428513054
m_1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",0.0064516129032258064,0.0013959949702236798
m_7143,"Last Samurai, The (2003)",0.0064516129032258064,0.001075126287071259
m_2706,American Pie (1999),0.0064516129032258064,0.0028835740805605047
m_6,Heat (1995),0.0064516129032258064,0.0007836116568116728
m_69122,"Hangover, The (2009)",0.0064516129032258064,0.0033213082007441178
m_46578,Little Miss Sunshine (2006),0.0064516129032258064,0.0037553228257778833
m_595,Beauty and the Beast (1991),0.0064516129032258064,0.0007804394573159351
m_6365,"Matrix Reloaded, The (2003)",0.006314344543582704,0.0006432620078757565
m_380,True Lies (1994),0.006314344543582704,0.0007654158693374528
m_2000,Lethal Weapon (1987),0.006314344543582704,0.0008169490318476841
m_3052,Dogma (1999),0.006314344543582704,0.001005110448295142
m_551,"Nightmare Before Christmas, The (1993)",0.006314344543582704,0.0009166637946952508
m_72998,Avatar (2009),0.006314344543582704,0.0009597185472183791
m_54286,"Bourne Ultimatum, The (2007)",0.006314344543582704,0.0004325871319003846
m_48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",0.006314344543582704,0.000965479635565301
m_51255,Hot Fuzz (2007),0.006314344543582704,0.0009765743778788916
m_733,"Rock, The (1996)",0.0061770761839396015,0.0005077167970349393
m_1079,"Fish Called Wanda, A (1988)",0.0061770761839396015,0.0011540270214453908
m_91529,"Dark Knight Rises, The (2012)",0.0061770761839396015,0.0005369751303621622
m_1225,Amadeus (1984),0.0061770761839396015,0.0013573814161741524
m_33493,Star Wars: Episode III - Revenge of the Sith (2005),0.0060398078242964994,0.0011735589870222943
m_1090,Platoon (1986),0.0060398078242964994,0.0013453990970121992
m_500,Mrs. Doubtfire (1993),0.0060398078242964994,0.0008018093636269565
m_1252,Chinatown (1974),0.0060398078242964994,0.0009133158143559138
m_10,GoldenEye (1995),0.0060398078242964994,0.0005837815599684487
m_2194,"Untouchables, The (1987)",0.0060398078242964994,0.0008635997743524813
m_4034,Traffic (2000),0.0060398078242964994,0.0009889609176949152
m_4979,"Royal Tenenbaums, The (2001)",0.005902539464653397,0.0010737797158559559
m_1393,Jerry Maguire (1996),0.005902539464653397,0.0008669468797181034
m_63082,Slumdog Millionaire (2008),0.005902539464653397,0.0009878638286845163
m_3948,Meet the Parents (2000),0.005902539464653397,0.0032142055604283447
m_40815,Harry Potter and the Goblet of Fire (2005),0.005902539464653397,0.0012032394446802796
m_1278,Young Frankenstein (1974),0.005902539464653397,0.00117122530208151
m_3994,Unbreakable (2000),0.005902539464653397,0.0009235966289345463
m_1954,Rocky (1976),0.0057652711050102945,0.0011283706896415692
m_7147,Big Fish (2003),0.0057652711050102945,0.0007924068795013816
m_2542,"Lock, Stock & Two Smoking Barrels (1998)",0.0057652711050102945,0.0006313637692636931
m_6016,City of God (Cidade de Deus) (2002),0.0057652711050102945,0.0010901745986552917
m_3481,High Fidelity (2000),0.0057652711050102945,0.00334685186018888
m_16,Casino (1995),0.0057652711050102945,0.001097913735079573
m_48774,Children of Men (2006),0.0057652711050102945,0.0009540223249216312
m_357,Four Weddings and a Funeral (1994),0.0057652711050102945,0.0005401906751372437
m_73017,Sherlock Holmes (2009),0.0056280027453671925,0.000681357716083466
m_1199,Brazil (1985),0.0056280027453671925,0.00122855908264206
m_1288,This Is Spinal Tap (1984),0.0056280027453671925,0.0032655151123626414
m_89745,"Avengers, The (2012)",0.0056280027453671925,0.0012120717969019289
m_35836,"40-Year-Old Virgin, The (2005)",0.0056280027453671925,0.0013026821253097022
m_50872,Ratatouille (2007),0.0056280027453671925,0.0029960562331333806
m_68358,Star Trek (2009),0.0056280027453671925,0.0007460043755007136
m_1584,Contact (1997),0.0056280027453671925,0.0005275673972924076
m_8641,Anchorman: The Legend of Ron Burgundy (2004),0.00549073438572409,0.0007623268858733403
m_3535,American Psycho (2000),0.00549073438572409,0.0008717332089828626
m_5669,Bowling for Columbine (2002),0.00549073438572409,0.001050032767056413
m_54503,Superbad (2007),0.00549073438572409,0.000661124730712609
m_1676,Starship Troopers (1997),0.00549073438572409,0.0008896018478036287
m_70286,District 9 (2009),0.00549073438572409,0.0005960205005957976
m_3175,Galaxy Quest (1999),0.00549073438572409,0.0008635405244292397
m_1625,"Game, The (1997)",0.00549073438572409,0.0006140058963803714
m_5378,Star Wars: Episode II - Attack of the Clones (2002),0.00549073438572409,0.0007806175434744961
m_55820,No Country for Old Men (2007),0.005353466026080988,0.0005445314903528556
m_316,Stargate (1994),0.005353466026080988,0.0005686955376697319
m_45722,Pirates of the Caribbean: Dead Man's Chest (2006),0.005353466026080988,0.0005650022411116522
m_4246,Bridget Jones's Diary (2001),0.005353466026080988,0.0009519510749215412
m_3671,Blazing Saddles (1974),0.005353466026080988,0.0005961267735539023
m_1234,"Sting, The (1973)",0.005353466026080988,0.0007262346590105439
m_1394,Raising Arizona (1987),0.005353466026080988,0.0010828921408125977
m_1641,"Full Monty, The (1997)",0.005216197666437886,0.0005842391927615493
m_74458,Shutter Island (2010),0.005216197666437886,0.0003753708503216286
m_2,Jumanji (1995),0.005216197666437886,0.0005996691233389416
m_99114,Django Unchained (2012),0.005216197666437886,0.0005121982317736512
m_953,It's a Wonderful Life (1946),0.005216197666437886,0.0006417907804219409
m_71535,Zombieland (2009),0.005216197666437886,0.0027040138196971907
m_903,Vertigo (1958),0.005216197666437886,0.0011931306640107356
m_6934,"Matrix Revolutions, The (2003)",0.005216197666437886,0.0004912448220375517
m_78499,Toy Story 3 (2010),0.005216197666437886,0.0005239384357151555
m_6502,28 Days Later (2002),0.005216197666437886,0.0007830187277025617
m_1356,Star Trek: First Contact (1996),0.005078929306794783,0.0006489014090854815
m_49530,Blood Diamond (2006),0.005078929306794783,0.0004483938801063822
m_3421,Animal House (1978),0.005078929306794783,0.0008876119485930952
m_2804,"Christmas Story, A (1983)",0.005078929306794783,0.00047941209638266777
m_6942,Love Actually (2003),0.005078929306794783,0.002915346651883056
m_367,"Mask, The (1994)",0.005078929306794783,0.0007157976218970146
m_3275,"Boondock Saints, The (2000)",0.005078929306794783,0.0007163829123321438
m_3081,Sleepy Hollow (1999),0.005078929306794783,0.0007230501489033397
m_3751,Chicken Run (2000),0.005078929306794783,0.0030130947585742854
m_104,Happy Gilmore (1996),0.005078929306794783,0.002318833978383384
m_165,Die Hard: With a Vengeance (1995),0.005078929306794783,0.00039215540770256435
m_112852,Guardians of the Galaxy (2014),0.005078929306794783,0.0007395441512051923
m_52973,Knocked Up (2007),0.004941660947151681,0.0007004442648388295
m_1203,12 Angry Men (1957),0.004941660947151681,0.0006656936881144404
m_8644,"I, Robot (2004)",0.004941660947151681,0.0003069785036843104
m_6863,School of Rock (2003),0.004941660947151681,0.000762174360148998
m_4720,"Others, The (2001)",0.004941660947151681,0.0008920264913323683
m_30707,Million Dollar Baby (2004),0.004941660947151681,0.0006746743959934312
m_2012,Back to the Future Part III (1990),0.004941660947151681,0.0002320938120939282
m_1276,Cool Hand Luke (1967),0.004941660947151681,0.0007528384311775892
m_80463,"Social Network, The (2010)",0.004941660947151681,0.0005048975705675658
m_908,North by Northwest (1959),0.004941660947151681,0.0007115088921402416
m_1230,Annie Hall (1977),0.004804392587508579,0.0012854014286438529
m_1148,Wallace & Gromit: The Wrong Trousers (1993),0.004804392587508579,0.0006214332965545508
m_3160,Magnolia (1999),0.004804392587508579,0.0005995398728699309
m_3000,Princess Mononoke (Mononoke-hime) (1997),0.004804392587508579,0.0009060187156728138
m_2985,RoboCop (1987),0.004804392587508579,0.0009060529676784895
m_2268,"Few Good Men, A (1992)",0.004804392587508579,0.0003889022925852876
m_2947,Goldfinger (1964),0.004804392587508579,0.0008214301943325882
m_1921,Pi (1998),0.004804392587508579,0.0006189072584308998
m_3527,Predator (1987),0.004804392587508579,0.00041243946021248597
m_1101,Top Gun (1986),0.004804392587508579,0.00023223455167208486
m_1573,Face/Off (1997),0.004804392587508579,0.0006478349301211381
m_3253,Wayne's World (1992),0.004804392587508579,0.000518248084654372
m_1035,"Sound of Music, The (1965)",0.004804392587508579,0.0003332572649132478
m_3471,Close Encounters of the Third Kind (1977),0.004667124227865476,0.0005353652324888419
m_3033,Spaceballs (1987),0.004667124227865476,0.0006997691577011672
m_2529,Planet of the Apes (1968),0.004667124227865476,0.0006189911157735299
m_56174,I Am Legend (2007),0.004667124227865476,0.00043666305996877723
m_337,What's Eating Gilbert Grape (1993),0.004667124227865476,0.0006608611738003987
m_1748,Dark City (1998),0.004667124227865476,0.000612288259541044
m_2019,Seven Samurai (Shichinin no samurai) (1954),0.004667124227865476,0.0011388318021587974
m_2617,"Mummy, The (1999)",0.004667124227865476,0.0005314749064582848
m_4776,Training Day (2001),0.004667124227865476,0.0007175946980728735
m_344,Ace Ventura: Pet Detective (1994),0.004667124227865476,0.000568762995329888
m_6378,"Italian Job, The (2003)",0.004667124227865476,0.0005149696550510112
m_4239,Blow (2001),0.004667124227865476,0.0007405184828544076
m_96079,Skyfall (2012),0.004667124227865476,0.00029919154538717724
m_5010,Black Hawk Down (2001),0.004667124227865476,0.0002784164140485672
m_2081,"Little Mermaid, The (1989)",0.004667124227865476,0.0004616341055560051
m_33166,Crash (2004),0.004667124227865476,0.0005120603543789363
m_5903,Equilibrium (2002),0.004529855868222374,0.0007122494243267855
m_1215,Army of Darkness (1993),0.004529855868222374,0.0009431760785268438
m_81845,"King's Speech, The (2010)",0.004529855868222374,0.00047995781998789327
m_34405,Serenity (2005),0.004529855868222374,0.0005711946766274585
m_59784,Kung Fu Panda (2008),0.004529855868222374,0.0026079479262962847
m_1266,Unforgiven (1992),0.004529855868222374,0.00046690185080597345
m_910,Some Like It Hot (1959),0.004529855868222374,0.0006046112723499633
m_1374,Star Trek II: The Wrath of Khan (1982),0.004529855868222374,0.00032515302637021163
m_2321,Pleasantville (1998),0.004529855868222374,0.0006209069227626729
m_5956,Gangs of New York (2002),0.004529855868222374,0.0011112855495668925
m_3753,"Patriot, The (2000)",0.004529855868222374,0.0003134576490633181
m_1207,To Kill a Mockingbird (1962),0.004529855868222374,0.000474631207640463
m_2078,"Jungle Book, The (1967)",0.004529855868222374,0.0004373025022472977
m_6870,Mystic River (2003),0.004529855868222374,0.0006060335622914882
m_56367,Juno (2007),0.004529855868222374,0.000484156326945938
m_1282,Fantasia (1940),0.004529855868222374,0.0007109987639515078
m_34162,Wedding Crashers (2005),0.004529855868222374,0.0004581479257947263
m_4308,Moulin Rouge (2001),0.004529855868222374,0.0005618140709135381
m_57669,In Bruges (2008),0.004529855868222374,0.0004815921845348906
m_54001,Harry Potter and the Order of the Phoenix (2007),0.004392587508579272,0.0007155400259658713
m_1500,Grosse Pointe Blank (1997),0.004392587508579272,0.0004573854832981498
m_3408,Erin Brockovich (2000),0.004392587508579272,0.0006391383065824053
m_46976,Stranger than Fiction (2006),0.004392587508579272,0.0003442714306643608
m_8464,Super Size Me (2004),0.004392587508579272,0.0007312108132028993
m_2640,Superman (1978),0.004392587508579272,0.00043422863600342174
m_1127,"Abyss, The (1989)",0.004392587508579272,0.0003854716568825864
m_899,Singin' in the Rain (1952),0.004392587508579272,0.0006337533580372152
m_53125,Pirates of the Caribbean: At World's End (2007),0.004392587508579272,0.000360876527319191
m_41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",0.004392587508579272,0.0005232485700873018
m_2005,"Goonies, The (1985)",0.004392587508579272,0.00029557016964827464
m_1729,Jackie Brown (1997),0.004392587508579272,0.00037527224399117905
m_913,"Maltese Falcon, The (1941)",0.004392587508579272,0.00048507923936926515
m_3552,Caddyshack (1980),0.004392587508579272,0.0002697178334285482
m_111759,Edge of Tomorrow (2014),0.004392587508579272,0.0005253509404413771
m_2167,Blade (1998),0.004392587508579272,0.0007808153974522161
m_5991,Chicago (2002),0.004392587508579272,0.0006373666585656384
m_1997,"Exorcist, The (1973)",0.004392587508579272,0.0005975403726712529
m_1204,Lawrence of Arabia (1962),0.004392587508579272,0.0005025846216586592
m_134130,The Martian (2015),0.004392587508579272,0.0003363421977274752
m_109487,Interstellar (2014),0.004392587508579272,0.0004608097703168635
m_64614,Gran Torino (2008),0.004392587508579272,0.0004450207541641214
m_54272,"Simpsons Movie, The (2007)",0.00425531914893617,0.0006627663615239844
m_4848,Mulholland Drive (2001),0.00425531914893617,0.0007306897098464156
m_109374,"Grand Budapest Hotel, The (2014)",0.00425531914893617,0.002115656465229243
m_5502,Signs (2002),0.00425531914893617,0.0004314502625742618
m_1391,Mars Attacks! (1996),0.00425531914893617,0.00041667626772720065
m_4816,Zoolander (2001),0.00425531914893617,0.00041081556098209436
m_60684,Watchmen (2009),0.00425531914893617,0.00041726988969796716
m_70,From Dusk Till Dawn (1996),0.00425531914893617,0.0006263711340827842
m_30749,Hotel Rwanda (2004),0.00425531914893617,0.0003044066155863122
m_91500,The Hunger Games (2012),0.00425531914893617,0.0005406270069101144
m_69844,Harry Potter and the Half-Blood Prince (2009),0.00425531914893617,0.0007815018987680201
m_2076,Blue Velvet (1986),0.004118050789293068,0.0010520243777146188
m_1370,Die Hard 2 (1990),0.004118050789293068,0.00042301616834479423
m_6373,Bruce Almighty (2003),0.004118050789293068,0.0003062033715122994
m_5377,About a Boy (2002),0.004118050789293068,0.0004648668861803939
m_1302,Field of Dreams (1989),0.004118050789293068,0.0003144775323047725
m_1639,Chasing Amy (1997),0.004118050789293068,0.0005652303615374195
m_8784,Garden State (2004),0.004118050789293068,0.00044608847126028126
m_1249,"Femme Nikita, La (Nikita) (1990)",0.004118050789293068,0.0005259054694792225
m_1466,Donnie Brasco (1997),0.004118050789293068,0.0005571756741422691
m_87232,X-Men: First Class (2011),0.004118050789293068,0.0002971487252835526
m_3911,Best in Show (2000),0.003980782429649965,0.00038251157408281545
m_38061,Kiss Kiss Bang Bang (2005),0.003980782429649965,0.00033407309577591064
m_235,Ed Wood (1994),0.003980782429649965,0.0006570444178370421
m_8950,The Machinist (2004),0.003980782429649965,0.00046526490189709245
m_2761,"Iron Giant, The (1999)",0.003980782429649965,0.0004486238216711072
m_253,Interview with the Vampire: The Vampire Chronicles (1994),0.003980782429649965,0.00019183545288917417
m_2671,Notting Hill (1999),0.003980782429649965,0.0006756090208221257
m_5299,My Big Fat Greek Wedding (2002),0.003980782429649965,0.0003108137134735221
m_31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),0.003980782429649965,0.00041274184127010837
m_1263,"Deer Hunter, The (1978)",0.003980782429649965,0.0005180634794598585
m_45499,X-Men: The Last Stand (2006),0.003980782429649965,0.0005071720918872213
m_122904,Deadpool (2016),0.003980782429649965,0.0005429552741855624
m_1304,Butch Cassidy and the Sundance Kid (1969),0.003980782429649965,0.00044824331320731894
m_5464,Road to Perdition (2002),0.003980782429649965,0.0003978756656993825
m_2395,Rushmore (1998),0.003980782429649965,0.0003776526199280263
m_353,"Crow, The (1994)",0.003980782429649965,0.0002746451274418858
m_594,Snow White and the Seven Dwarfs (1937),0.003980782429649965,0.0005168528931733221
m_6807,Monty Python's The Meaning of Life (1983),0.003980782429649965,0.0007785966190797815
m_7254,The Butterfly Effect (2004),0.003980782429649965,0.0004640539289750385
m_5995,"Pianist, The (2002)",0.003980782429649965,0.0004846790529220778
m_587,Ghost (1990),0.003980782429649965,0.00021151790414202567
m_48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),0.003980782429649965,0.000572754549665148
m_88125,Harry Potter and the Deathly Hallows: Part 2 (2011),0.0038435140700068633,0.0004376588166045156
